,,,,,,,,,,,,整型,,,,,
迭代,lr,验证准确率,验证混淆>5,验证混淆>10,测试准确率,测试混淆>5,测试混淆>10,应用准确率,应用混淆>5,应用混淆>10,,验证准确率,验证混淆>5,验证混淆>10,测试准确率,测试混淆>5,测试混淆>10
,,,,,,,,,,,,,,,,,
219,0.005,0.961378925,55,37,0.960423106,51,36,0.970241299,87,63,,,,,,,
,,,,,,,,,,,,,,,,,
220,0.05,0.957308642,46,29,0.957285535,46,33,0.967817216,68,53,,,,,,,
,,,,,,,,,,,,,,,,,
221,0.01,0.976883282,34,22,0.976872059,30,20,0.983376542,51,34,,,,,,,
,,,,,,,,,,,,,,,,,
222,0.005,0.977458093,35,21,0.977058449,29,22,0.983409411,49,38,,,,,,,
,,,,,,,,,,,,,,,,,
223,0.05,0.93492209,76,50,0.933753747,74,53,0.941538512,100,80,,,,,,,
,,,,,,,,,,,,,,,,,
224,0.01,0.989078594,20,12,0.988723381,23,15,0.98489673,38,24,,,,,,,
,,,,,,,,,,,,,,,,,
225,0.005,0.991859435,19,9,0.992062876,17,7,0.992452474,29,20,,,,,,,
,,,,,,,,,,,,,,,,,
226,0.05,0.977038637,41,29,0.977477827,39,28,0.98074292,57,46,,,,,,,
,,,,,,,,,,,,,,,,,
227,0.01,0.977458093,22,16,0.976359485,22,18,0.980853852,33,26,,,,,,,
,,,,,,,,,,,,,,,,,
228,0.005,0.993677081,16,11,0.994361691,19,11,0.99545998,35,21,,,,,,,
,,,,,,,,,,,,,,,,,
229,0.05,0.966039553,53,36,0.968531088,48,32,0.974354023,84,61,,,,,,,
,,,,,,,,,,,,,,,,,
230,0.01,0.903245351,92,70,0.899054069,90,76,0.917688,143,105,,,,,,,
,,,,,,,,,,,,,,,,,
231,0.005,0.99130016,18,13,0.992404591,18,11,0.992234717,31,20,,,,,,,
,,,,,,,,,,,,,,,,,
232,0.05,0.940499309,50,26,0.946226371,43,24,0.945326656,67,47,,,,,,,
,,,,,,,,,,,,,,,,,
233,0.01,0.981388557,28,17,0.982572498,31,17,0.987793304,44,28,,,,,,,
,,,,,,,,,,,,,,,,,
234,0.005,0.98025447,29,20,0.980957115,29,20,0.985365112,47,38,,,,,,,
,,,,,,,,,,,,,,,,,
235,0.05,0.977007566,35,26,0.977089514,33,22,0.975442806,60,44,,,,,,,
,,,,,,,,,,,,,,,,,
236,0.01,0.953269431,82,57,0.951476367,79,59,0.951280039,136,99,,,,,,,
,,,,,,,,,,,,,,,,,
237,0.005,0.992776026,18,10,0.992637579,19,9,0.992288129,26,17,,,,,,,
,,,,,,,,,,,,,,,,,
238,0.05,0.961534279,50,37,0.961028875,49,35,0.966432613,71,53,,,,,,,
,,,,,,,,,,,,,,,,,
239,0.01,0.993894577,14,11,0.993352076,21,10,0.993072875,40,27,,,,,,,
,,,,,,,,,,,,,,,,,
240,0.005,0.985256878,24,17,0.984156817,27,14,0.983417628,36,25,,,,,,,
,,,,,,,,,,,,,,,,,
241,0.05,0.964439404,45,26,0.966620587,43,23,0.963186806,64,45,,,,,,,
,,,,,,,,,,,,,,,,,
242,0.01,0.995432584,12,7,0.995355773,13,5,0.995307961,25,15,,,,,,,
,,,,,,,,,,,,,,,,,
243,0.005,0.989901971,14,11,0.991099859,16,11,0.990468012,32,22,,,,,,,
,,,,,,,,,,,,,,,,,
244,0.05,0.87800028,71,47,0.881067396,69,52,0.884149373,98,74,,,,,,,
,,,,,,,,,,,,,,,,,
245,0.01,0.97315478,32,20,0.973641292,33,23,0.981203085,50,38,,,,,,,
,,,,,,,,,,,,,,,,,
246,0.005,0.992713884,17,11,0.993336543,17,11,0.995143617,32,21,,,,,,,
,,,,,,,,,,,,,,,,,
247,0.05,0.992884774,19,9,0.993476336,14,10,0.989412098,40,19,,,,,,,
,,,,,,,,,,,,,,,,,
248,0.01,0.996038466,12,7,0.996023672,13,7,0.995217572,28,15,,,,,,,
,,,,,,,,,,,,,,,,,
249,0.005,0.991610869,17,7,0.99049409,19,10,0.990730964,34,21,,,,,,,
,,,,,,,,,,,,,,,,,
250,0.05,0.988798956,34,19,0.988428263,31,18,0.98557876,61,39,,,,,,,
,,,,,,,,,,,,,,,,,
251,0.01,0.99075642,26,13,0.991674562,19,13,0.991618425,35,22,,,,,,,
,,,,,,,,,,,,,,,,,
252,0.005,0.993506191,17,12,0.99429956,19,11,0.995406568,32,23,,,,,,,
,,,,,,,,,,,,,,,,,
253,0.05,0.93002843,69,57,0.931470465,76,59,0.946818083,91,81,,,,,,,
,,,,,,,,,,,,,,,,,
254,0.01,0.995836505,11,5,0.995433435,12,5,0.993927467,23,17,,,,,,,
,,,,,,,,,,,,,,,,,
255,0.005,0.990569995,20,16,0.990478557,23,12,0.988553398,32,20,,,,,,,
,,,,,,,,,,,,,,,,,
256,0.05,0.969830198,45,33,0.97037946,42,31,0.972003895,64,48,,,,,,,
,,,,,,,,,,,,,,,,,
257,0.01,0.982988706,27,18,0.983675308,29,17,0.986462112,42,29,,,,,,,
,,,,,,,,,,,,,,,,,
258,0.005,0.995836505,13,6,0.995681956,10,5,0.996417287,22,11,,,,,,,
,,,,,,,,,,,,,,,,,
259,0.05,0.95704454,61,39,0.957161274,53,41,0.963232001,98,69,,,,,,,
,,,,,,,,,,,,,,,,,
260,0.01,0.995028663,16,6,0.995231512,13,8,0.993430324,27,18,,,,,,,
,,,,,,,,,,,,,,,,,
261,0.005,0.920520748,64,48,0.921327721,66,41,0.945815581,94,67,,,,,,,
,,,,,,,,,,,,,,,,,
262,0.05,0.976681322,31,22,0.976825461,36,22,0.982513733,56,43,,,,,,,
,,,,,,,,,,,,,,,,,
263,0.01,0.984464572,24,14,0.984948976,21,11,0.988048038,31,21,,,,,,,
,,,,,,,,,,,,,,,,,
264,0.005,0.993412978,18,8,0.993181218,18,9,0.993072875,33,18,,,,,,,
,,,,,,,,,,,,,,,,,
265,0.05,0.959203965,43,30,0.959087308,41,30,0.964205743,65,42,,,,,,,
,,,,,,,,,,,,,,,,,
266,0.01,0.992900309,8,6,0.993336543,9,6,0.994194527,19,12,,,,,,,
,,,,,,,,,,,,,,,,,
267,0.005,0.989233948,23,15,0.988816576,27,12,0.988524637,36,27,,,,,,,
,,,,,,,,,,,,,,,,,
268,0.05,0.985256878,34,20,0.984234479,35,23,0.983770969,46,32,,,,,,,
,,,,,,,,,,,,,,,,,
269,0.01,0.993521726,22,11,0.992497787,21,15,0.990603597,38,28,,,,,,,
,,,,,,,,,,,,,,,,,
270,0.005,0.95194892,56,38,0.952579177,50,37,0.96249245,71,57,,,,,,,
,,,,,,,,,,,,,,,,,
271,0.05,0.967499884,58,39,0.966325469,51,35,0.972127153,78,60,,,,,,,
,,,,,,,,,,,,,,,,,
272,0.01,0.992884774,27,14,0.993771454,22,11,0.994654691,38,28,,,,,,,
,,,,,,,,,,,,,,,,,
273,0.005,0.967499884,52,32,0.966744847,49,29,0.964739863,66,50,,,,,,,
,,,,,,,,,,,,,,,,,
274,0.05,0.974739393,20,12,0.974697504,19,12,0.982932812,37,26,,,,,,,
,,,,,,,,,,,,,,,,,
275,0.01,0.992636207,17,5,0.991892018,18,7,0.992567515,31,18,,,,,,,
,,,,,,,,,,,,,,,,,
276,0.005,0.975034566,45,33,0.974386853,50,31,0.973614472,65,47,,,,,,,
,,,,,,,,,,,,,,,,,
277,0.05,0.96064876,49,33,0.962954909,40,32,0.964817927,84,53,,,,,,,
,,,,,,,,,,,,,,,,,
278,0.01,0.993335301,18,12,0.994066572,17,9,0.993261871,38,23,,,,,,,
,,,,,,,,,,,,,,,,,
279,0.005,0.990896239,25,17,0.990354297,26,18,0.988409596,49,31,,,,,,,
,,,,,,,,,,,,,,,,,
280,0.05,0.907766161,64,44,0.906447554,68,48,0.927577437,98,66,,,,,,,
,,,,,,,,,,,,,,,,,
281,0.01,0.974319937,28,17,0.974402386,23,14,0.981051066,45,32,,,,,,,
,,,,,,,,,,,,,,,,,
282,0.005,0.960524476,39,24,0.954676069,36,26,0.958001734,63,49,,,,,,,
,,,,,,,,,,,,,,,,,
283,0.05,0.977908621,35,25,0.97528774,41,26,0.975208615,54,39,,,,,,,
,,,,,,,,,,,,,,,,,
284,0.01,0.996535599,13,6,0.996955624,13,3,0.996265269,30,19,,,,,,,
,,,,,,,,,,,,,,,,,
285,0.005,0.973512094,40,23,0.978704897,37,22,0.984518737,66,38,,,,,,,
,,,,,,,,,,,,,,,,,
286,0.05,0.041541736,91,90,0.042155294,93,91,0.03201844,94,93,,,,,,,
,,,,,,,,,,,,,,,,,
287,0.01,0.984806351,36,21,0.985259626,36,19,0.988142536,65,51,,,,,,,
,,,,,,,,,,,,,,,,,
288,0.005,0.991424443,27,17,0.991270717,25,15,0.99290853,44,34,,,,,,,
,,,,,,,,,,,,,,,,,
289,0.05,0.98966894,20,13,0.989375748,20,13,0.988861544,45,27,,,,,,,
,,,,,,,,,,,,,,,,,
290,0.01,0.971026426,49,29,0.968065112,50,34,0.968782741,74,51,,,,,,,
,,,,,,,,,,,,,,,,,
291,0.005,0.946154205,52,40,0.94456439,58,38,0.953280935,81,62,,,,,,,
,,,,,,,,,,,,,,,,,
292,0.05,0.94053038,66,49,0.9398425,69,51,0.951888114,98,74,,,,,,,
,,,,,,,,,,,,,,,,,
293,0.01,0.993444049,20,13,0.993895715,17,10,0.994843688,30,17,,,,,,,
,,,,,,,,,,,,,,,,,
294,0.005,0.978390219,33,18,0.980180488,28,17,0.987374225,48,33,,,,,,,
,,,,,,,,,,,,,,,,,
295,0.05,0.983190666,31,19,0.983054007,37,19,0.987205772,49,35,,,,,,,
,,,,,,,,,,,,,,,,,
296,0.01,0.981233202,18,9,0.981578416,15,11,0.988343858,34,20,,,,,,,
,,,,,,,,,,,,,,,,,
297,0.005,0.991579798,18,12,0.991814355,20,12,0.991104848,36,29,,,,,,,
,,,,,,,,,,,,,,,,,
298,0.05,0.875436934,89,69,0.871996397,95,71,0.884806751,126,104,,,,,,,
,,,,,,,,,,,,,,,,,
299,0.01,0.974848141,30,19,0.977213774,27,17,0.973589821,50,33,,,,,,,
,,,,,,,,,,,,,,,,,
300,0.005,0.954745297,43,34,0.95492459,43,32,0.958507094,57,44,,,,,,,
,,,,,,,,,,,,,,,,,
301,0.05,0.988348429,23,16,0.98803995,28,17,0.987464615,32,24,,,,,,,
,,,,,,,,,,,,,,,,,
302,0.01,0.95884665,46,29,0.955468228,40,31,0.958618026,68,46,,,,,,,
,,,,,,,,,,,,,,,,,
303,0.005,0.955941525,55,32,0.958295149,50,31,0.96646959,87,61,,,,,,,
,,,,,,,,,,,,,,,,,
304,0.05,0.953207289,58,41,0.954147963,56,36,0.941209823,84,67,,,,,,,
,,,,,,,,,,,,,,,,,
305,0.01,0.969286458,42,30,0.968826207,41,31,0.977550526,62,43,,,,,,,
,,,,,,,,,,,,,,,,,
306,0.005,0.993350837,18,9,0.994377223,15,8,0.990829571,33,17,,,,,,,
,,,,,,,,,,,,,,,,,
307,0.05,0.017135578,33,33,0.017132384,33,33,0.009063606,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
308,0.01,0.968385403,47,31,0.96823597,48,35,0.970664486,62,53,,,,,,,
,,,,,,,,,,,,,,,,,
309,0.005,0.947676677,67,48,0.943368385,63,43,0.952249672,89,68,,,,,,,
,,,,,,,,,,,,,,,,,
310,0.05,0.908775964,86,62,0.906711608,86,59,0.911171736,124,92,,,,,,,
,,,,,,,,,,,,,,,,,
311,0.01,0.994919915,11,7,0.994579146,11,8,0.995086096,25,15,,,,,,,
,,,,,,,,,,,,,,,,,
312,0.005,0.986313288,23,15,0.985477082,26,16,0.989781874,34,28,,,,,,,
,,,,,,,,,,,,,,,,,
313,0.05,0.987944507,24,14,0.988071015,21,14,0.984843318,50,29,,,,,,,
,,,,,,,,,,,,,,,,,
314,0.01,0.990554459,18,12,0.991332847,17,12,0.992275803,31,23,,,,,,,
,,,,,,,,,,,,,,,,,
315,0.005,0.990461247,18,10,0.991208586,17,10,0.992785271,28,17,,,,,,,
,,,,,,,,,,,,,,,,,
316,0.05,0.952213022,46,33,0.950016309,42,29,0.959435641,69,47,,,,,,,
,,,,,,,,,,,,,,,,,
317,0.01,0.993879041,20,10,0.993398674,19,9,0.990439252,31,22,,,,,,,
,,,,,,,,,,,,,,,,,
318,0.005,0.994717954,10,7,0.995045122,11,7,0.994576628,26,15,,,,,,,
,,,,,,,,,,,,,,,,,
319,0.05,0.923891936,73,58,0.918795918,75,60,0.922552601,97,78,,,,,,,
,,,,,,,,,,,,,,,,,
320,0.01,0.98695024,31,21,0.987076933,29,18,0.987213989,43,30,,,,,,,
,,,,,,,,,,,,,,,,,
321,0.005,0.988084326,19,14,0.988071015,23,13,0.986951038,41,28,,,,,,,
,,,,,,,,,,,,,,,,,
322,0.05,0.926921344,77,56,0.924589553,74,57,0.892473428,94,77,,,,,,,
,,,,,,,,,,,,,,,,,
323,0.01,0.988705743,24,13,0.989764061,23,15,0.993660407,34,22,,,,,,,
,,,,,,,,,,,,,,,,,
324,0.005,0.997157017,10,4,0.997437132,10,3,0.995792778,25,12,,,,,,,
,,,,,,,,,,,,,,,,,
325,0.05,0.980720533,41,25,0.978798093,41,25,0.964320784,55,49,,,,,,,
,,,,,,,,,,,,,,,,,
326,0.01,0.994671348,10,6,0.994284028,15,7,0.993459084,26,18,,,,,,,
,,,,,,,,,,,,,,,,,
327,0.005,0.993257624,14,9,0.992715242,19,9,0.992793489,28,20,,,,,,,
,,,,,,,,,,,,,,,,,
328,0.05,0.975500629,49,33,0.974992622,48,33,0.965968339,73,58,,,,,,,
,,,,,,,,,,,,,,,,,
329,0.01,0.910593609,114,83,0.911682018,114,85,0.905555259,162,126,,,,,,,
,,,,,,,,,,,,,,,,,
330,0.005,0.988162003,23,16,0.988894239,25,14,0.99160199,43,30,,,,,,,
,,,,,,,,,,,,,,,,,
331,0.05,0.890133449,117,82,0.888134698,107,76,0.901409666,166,118,,,,,,,
,,,,,,,,,,,,,,,,,
332,0.01,0.99690845,9,4,0.997204144,9,4,0.997050014,18,12,,,,,,,
,,,,,,,,,,,,,,,,,
333,0.005,0.994174214,17,9,0.994206365,16,9,0.993980879,31,20,,,,,,,
,,,,,,,,,,,,,,,,,
334,0.05,0.736286101,130,96,0.736335254,123,96,0.722208299,159,125,,,,,,,
,,,,,,,,,,,,,,,,,
335,0.01,0.959856453,38,25,0.963110234,39,26,0.969920827,60,42,,,,,,,
,,,,,,,,,,,,,,,,,
336,0.005,0.964610294,39,29,0.964601358,37,25,0.976276855,47,37,,,,,,,
,,,,,,,,,,,,,,,,,
337,0.05,0.996426851,11,6,0.996023672,10,6,0.995069662,27,19,,,,,,,
,,,,,,,,,,,,,,,,,
338,0.01,0.952352841,53,34,0.951212314,58,38,0.968601962,79,55,,,,,,,
,,,,,,,,,,,,,,,,,
339,0.005,0.900324691,96,72,0.89955111,97,72,0.929874153,119,99,,,,,,,
,,,,,,,,,,,,,,,,,
340,0.05,0.888921686,84,61,0.883785589,85,61,0.899281403,118,88,,,,,,,
,,,,,,,,,,,,,,,,,
341,0.01,0.996287033,9,9,0.996784766,10,6,0.996852801,20,12,,,,,,,
,,,,,,,,,,,,,,,,,
342,0.005,0.982351753,40,20,0.980848387,32,21,0.985969079,49,36,,,,,,,
,,,,,,,,,,,,,,,,,
343,0.05,0.974521897,39,27,0.976918656,41,27,0.975459241,68,52,,,,,,,
,,,,,,,,,,,,,,,,,
344,0.01,0.973247992,26,19,0.972041441,31,21,0.98249319,41,27,,,,,,,
,,,,,,,,,,,,,,,,,
345,0.005,0.957184359,52,36,0.960298846,52,37,0.95632131,79,52,,,,,,,
,,,,,,,,,,,,,,,,,
346,0.05,0.947319362,48,38,0.946909803,51,37,0.956115879,94,70,,,,,,,
,,,,,,,,,,,,,,,,,
347,0.01,0.994764561,20,13,0.994812134,15,11,0.994745081,29,20,,,,,,,
,,,,,,,,,,,,,,,,,
348,0.005,0.990274822,26,16,0.990540688,23,15,0.992123784,33,24,,,,,,,
,,,,,,,,,,,,,,,,,
349,0.05,0.920660566,82,56,0.914897252,84,64,0.910547227,101,86,,,,,,,
,,,,,,,,,,,,,,,,,
350,0.01,0.990476782,23,13,0.99036983,24,11,0.99329474,42,31,,,,,,,
,,,,,,,,,,,,,,,,,
351,0.005,0.985769548,36,20,0.987107998,31,18,0.98982296,54,37,,,,,,,
,,,,,,,,,,,,,,,,,
352,0.05,0.965076357,34,22,0.966045883,34,19,0.975262027,61,41,,,,,,,
,,,,,,,,,,,,,,,,,
353,0.01,0.992869238,22,12,0.993212283,18,11,0.993130395,29,22,,,,,,,
,,,,,,,,,,,,,,,,,
354,0.005,0.981046777,23,14,0.98233951,21,16,0.986720955,40,24,,,,,,,
,,,,,,,,,,,,,,,,,
355,0.05,0.838338331,96,71,0.83479598,104,75,0.828822758,161,121,,,,,,,
,,,,,,,,,,,,,,,,,
356,0.01,0.955506533,58,44,0.952812165,57,42,0.94270125,79,64,,,,,,,
,,,,,,,,,,,,,,,,,
357,0.005,0.96339853,52,36,0.963747068,53,36,0.969686636,89,67,,,,,,,
,,,,,,,,,,,,,,,,,
358,0.05,0.933648185,52,32,0.93131514,57,40,0.917831802,94,66,,,,,,,
,,,,,,,,,,,,,,,,,
359,0.01,0.992900309,19,10,0.993289946,20,9,0.993015354,34,22,,,,,,,
,,,,,,,,,,,,,,,,,
360,0.005,0.988612531,22,18,0.988925304,19,17,0.992218283,36,27,,,,,,,
,,,,,,,,,,,,,,,,,
361,0.05,0.872127888,101,69,0.867864743,103,68,0.898496658,140,105,,,,,,,
,,,,,,,,,,,,,,,,,
362,0.01,0.989094129,23,13,0.988195275,22,15,0.988697199,49,26,,,,,,,
,,,,,,,,,,,,,,,,,
363,0.005,0.996520064,14,5,0.996582843,10,5,0.997317074,26,14,,,,,,,
,,,,,,,,,,,,,,,,,
364,0.05,0.887026364,89,57,0.890650969,91,60,0.906713888,130,96,,,,,,,
,,,,,,,,,,,,,,,,,
365,0.01,0.994624742,13,10,0.995448968,13,9,0.995764018,23,14,,,,,,,
,,,,,,,,,,,,,,,,,
366,0.005,0.992263357,27,16,0.992513319,26,16,0.990340645,43,29,,,,,,,
,,,,,,,,,,,,,,,,,
367,0.05,0.993459585,21,13,0.992575449,25,11,0.991786878,43,30,,,,,,,
,,,,,,,,,,,,,,,,,
368,0.01,0.99819789,10,2,0.998011836,10,2,0.998208644,21,11,,,,,,,
,,,,,,,,,,,,,,,,,
369,0.005,0.991719617,22,13,0.99294823,19,12,0.993705601,30,21,,,,,,,
,,,,,,,,,,,,,,,,,
370,0.05,0.939147726,82,62,0.936503006,79,60,0.931320386,135,112,,,,,,,
,,,,,,,,,,,,,,,,,
371,0.01,0.983889761,29,19,0.98571007,25,21,0.98290816,50,37,,,,,,,
,,,,,,,,,,,,,,,,,
372,0.005,0.961472137,50,38,0.963234495,45,31,0.969341512,66,53,,,,,,,
,,,,,,,,,,,,,,,,,
373,0.05,0.87636906,110,84,0.874699057,113,85,0.897637957,164,124,,,,,,,
,,,,,,,,,,,,,,,,,
374,0.01,0.982740139,37,24,0.984156817,27,18,0.986437461,53,34,,,,,,,
,,,,,,,,,,,,,,,,,
375,0.005,0.972253725,29,19,0.972569547,26,20,0.976967102,39,30,,,,,,,
,,,,,,,,,,,,,,,,,
376,0.05,0.981466234,36,29,0.981531818,35,21,0.982156284,57,39,,,,,,,
,,,,,,,,,,,,,,,,,
377,0.01,0.996955056,11,3,0.997157547,10,4,0.997395138,26,14,,,,,,,
,,,,,,,,,,,,,,,,,
378,0.005,0.989451444,22,12,0.98822634,20,12,0.986252573,30,22,,,,,,,
,,,,,,,,,,,,,,,,,
379,0.05,0.9720673,29,19,0.972243364,31,14,0.979087148,46,35,,,,,,,
,,,,,,,,,,,,,,,,,
380,0.01,0.997141481,17,4,0.997048819,11,4,0.997464984,22,14,,,,,,,
,,,,,,,,,,,,,,,,,
381,0.005,0.919340055,73,52,0.920054053,70,53,0.936961515,106,76,,,,,,,
,,,,,,,,,,,,,,,,,
382,0.05,0.990259286,25,15,0.99036983,22,16,0.992144327,35,26,,,,,,,
,,,,,,,,,,,,,,,,,
383,0.01,0.995308301,16,8,0.994982992,15,6,0.994432826,26,19,,,,,,,
,,,,,,,,,,,,,,,,,
384,0.005,0.967624167,41,24,0.967552539,39,22,0.974173244,63,41,,,,,,,
,,,,,,,,,,,,,,,,,
385,0.05,0.97080893,39,28,0.971917181,41,25,0.972197,56,44,,,,,,,
,,,,,,,,,,,,,,,,,
386,0.01,0.991020522,25,11,0.99178329,17,11,0.991618425,28,21,,,,,,,
,,,,,,,,,,,,,,,,,
387,0.005,0.993910112,25,11,0.993460804,23,14,0.993656298,42,26,,,,,,,
,,,,,,,,,,,,,,,,,
388,0.05,0.865603008,98,73,0.868486044,109,75,0.861157561,151,116,,,,,,,
,,,,,,,,,,,,,,,,,
389,0.01,0.966241514,32,18,0.966247806,32,18,0.975475675,53,44,,,,,,,
,,,,,,,,,,,,,,,,,
390,0.005,0.975267598,35,22,0.973781085,32,16,0.975496218,53,40,,,,,,,
,,,,,,,,,,,,,,,,,
391,0.05,0.993987789,18,8,0.993849117,11,8,0.991339039,27,16,,,,,,,
,,,,,,,,,,,,,,,,,
392,0.01,0.99364601,24,15,0.993414206,23,13,0.995123074,40,24,,,,,,,
,,,,,,,,,,,,,,,,,
393,0.005,0.99293138,23,15,0.992544384,26,12,0.993216676,35,26,,,,,,,
,,,,,,,,,,,,,,,,,
394,0.05,0.978265936,48,25,0.978083596,42,27,0.973404933,66,45,,,,,,,
,,,,,,,,,,,,,,,,,
395,0.01,0.980301077,22,12,0.980568801,18,8,0.982764359,33,22,,,,,,,
,,,,,,,,,,,,,,,,,
396,0.005,0.985707406,25,18,0.98693714,25,16,0.988212383,38,28,,,,,,,
,,,,,,,,,,,,,,,,,
397,0.05,0.916730103,72,49,0.917429055,74,50,0.930395947,109,80,,,,,,,
,,,,,,,,,,,,,,,,,
398,0.01,0.989435909,25,12,0.989002967,22,17,0.990044825,45,32,,,,,,,
,,,,,,,,,,,,,,,,,
399,0.005,0.96937967,26,16,0.971264814,21,15,0.982476756,41,28,,,,,,,
,,,,,,,,,,,,,,,,,
400,0.05,0.983967438,22,13,0.983069539,19,13,0.985122704,31,22,,,,,,,
,,,,,,,,,,,,,,,,,
401,0.01,0.898553652,97,69,0.900234541,94,72,0.926632456,128,93,,,,,,,
,,,,,,,,,,,,,,,,,
402,0.005,0.961239106,61,43,0.960951212,53,42,0.964735754,86,62,,,,,,,
,,,,,,,,,,,,,,,,,
403,0.05,0.891469496,94,69,0.892716795,100,66,0.901656183,149,121,,,,,,,
,,,,,,,,,,,,,,,,,
404,0.01,0.994904379,16,10,0.99502959,18,8,0.993430324,29,22,,,,,,,
,,,,,,,,,,,,,,,,,
405,0.005,0.982740139,38,20,0.982960811,34,19,0.985336352,54,42,,,,,,,
,,,,,,,,,,,,,,,,,
406,0.05,0.984014044,35,22,0.983395722,34,21,0.980299189,55,41,,,,,,,
,,,,,,,,,,,,,,,,,
407,0.01,0.983843154,29,20,0.985197496,26,14,0.98730027,42,28,,,,,,,
,,,,,,,,,,,,,,,,,
408,0.005,0.990507853,22,12,0.990820273,21,11,0.991589664,35,23,,,,,,,
,,,,,,,,,,,,,,,,,
409,0.05,0.986825957,29,17,0.986719684,29,20,0.987780978,54,32,,,,,,,
,,,,,,,,,,,,,,,,,
410,0.01,0.996442387,14,6,0.997110949,11,5,0.996602175,28,16,,,,,,,
,,,,,,,,,,,,,,,,,
411,0.005,0.994966521,15,8,0.995837281,10,7,0.996347441,21,13,,,,,,,
,,,,,,,,,,,,,,,,,
412,0.05,0.995463655,13,8,0.996008139,12,6,0.993578234,27,17,,,,,,,
,,,,,,,,,,,,,,,,,
413,0.01,0.996302568,13,4,0.996598375,9,4,0.995570913,30,15,,,,,,,
,,,,,,,,,,,,,,,,,
414,0.005,0.981046777,39,28,0.980289216,41,25,0.978429769,65,41,,,,,,,
,,,,,,,,,,,,,,,,,
415,0.05,0.910158617,66,49,0.908948292,70,54,0.925042422,94,72,,,,,,,
,,,,,,,,,,,,,,,,,
416,0.01,0.990399105,26,12,0.990711545,27,12,0.992489451,35,26,,,,,,,
,,,,,,,,,,,,,,,,,
417,0.005,0.980720533,38,23,0.980848387,30,20,0.984646104,62,34,,,,,,,
,,,,,,,,,,,,,,,,,
418,0.05,0.974086905,39,23,0.971901648,45,32,0.976317941,60,45,,,,,,,
,,,,,,,,,,,,,,,,,
419,0.01,0.986981311,29,17,0.987216725,29,19,0.987550896,50,32,,,,,,,
,,,,,,,,,,,,,,,,,
420,0.005,0.987198807,23,10,0.987465246,19,9,0.990562511,37,24,,,,,,,
,,,,,,,,,,,,,,,,,
421,0.05,0.981435163,22,12,0.981081375,20,14,0.983499801,36,25,,,,,,,
,,,,,,,,,,,,,,,,,
422,0.01,0.966567758,50,31,0.964803281,52,35,0.966859909,82,51,,,,,,,
,,,,,,,,,,,,,,,,,
423,0.005,0.981978903,41,22,0.983007409,46,26,0.982275433,67,51,,,,,,,
,,,,,,,,,,,,,,,,,
424,0.05,0.592039646,120,102,0.58919557,123,104,0.614431101,146,124,,,,,,,
,,,,,,,,,,,,,,,,,
425,0.01,0.980316612,32,19,0.982230782,29,20,0.983187546,47,36,,,,,,,
,,,,,,,,,,,,,,,,,
426,0.005,0.985567587,25,11,0.985943058,27,11,0.98489673,34,27,,,,,,,
,,,,,,,,,,,,,,,,,
427,0.05,0.951125542,67,43,0.945372082,71,46,0.95178129,95,72,,,,,,,
,,,,,,,,,,,,,,,,,
428,0.01,0.978840746,13,10,0.977415697,15,9,0.983121808,31,19,,,,,,,
,,,,,,,,,,,,,,,,,
429,0.005,0.961658562,54,31,0.962861714,63,35,0.97100961,96,65,,,,,,,
,,,,,,,,,,,,,,,,,
430,0.05,0.992201215,20,12,0.991627965,24,14,0.991281518,44,29,,,,,,,
,,,,,,,,,,,,,,,,,
431,0.01,0.968028088,44,35,0.970581383,52,34,0.975040162,65,51,,,,,,,
,,,,,,,,,,,,,,,,,
432,0.005,0.94654259,62,39,0.951414237,58,38,0.963079982,93,64,,,,,,,
,,,,,,,,,,,,,,,,,
433,0.05,0.987338626,27,15,0.987636104,21,11,0.988771154,44,24,,,,,,,
,,,,,,,,,,,,,,,,,
434,0.01,0.95741739,53,34,0.953930507,55,41,0.955503696,83,64,,,,,,,
,,,,,,,,,,,,,,,,,
435,0.005,0.986499713,24,12,0.986238176,20,11,0.988085016,30,18,,,,,,,
,,,,,,,,,,,,,,,,,
436,0.05,0.972191583,56,35,0.970550318,50,36,0.968223969,74,55,,,,,,,
,,,,,,,,,,,,,,,,,
437,0.01,0.989016452,17,9,0.988661251,22,10,0.990488556,38,17,,,,,,,
,,,,,,,,,,,,,,,,,
438,0.005,0.926439746,84,59,0.926701977,84,60,0.937664088,123,90,,,,,,,
,,,,,,,,,,,,,,,,,
439,0.05,0.986390965,35,26,0.986005188,36,22,0.984013378,64,44,,,,,,,
,,,,,,,,,,,,,,,,,
440,0.01,0.972346937,30,20,0.973656824,28,18,0.973819903,44,28,,,,,,,
,,,,,,,,,,,,,,,,,
441,0.005,0.97209837,42,22,0.971699725,46,29,0.97857768,62,47,,,,,,,
,,,,,,,,,,,,,,,,,
442,0.05,0.98786683,38,20,0.987201193,33,21,0.988491768,58,38,,,,,,,
,,,,,,,,,,,,,,,,,
443,0.01,0.954947257,53,39,0.951787018,52,39,0.96255408,72,56,,,,,,,
,,,,,,,,,,,,,,,,,
444,0.005,0.995199553,15,5,0.994765536,18,5,0.994387631,32,20,,,,,,,
,,,,,,,,,,,,,,,,,
445,0.05,0.017104507,33,33,0.017101319,33,33,0.009047171,33,33,,,,,,,
